"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"105456","FRB 20201211A","04:29:45.510","-27:30:28.30","FRB","","972.49","0.95","pc/cc","39.1","NE2001","","","","","MeerTRAP","MeerTRAP","","MeerTRAP","","","","1","1","2023-02-21","","","2020-12-11 21:27:33.325","Jankowski","","2023TNSFR.412....1J","",""
"80243","FRB 20201210A","05:13:57.600","+26:12:00.00","FRB","20201124A","414.89","0.81","pc/cc","148.89","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_146444496","","","1","1","2021-03-31","","","2020-12-10 07:54:42.971","CHIME_FRB_bot","","2021TNSFR.990....1C","",""
"72144","FRB 20201129A","09:57:43.200","+68:46:12.00","FRB","20200120E","87.75","0.4","pc/cc","41.62","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_145207799","","","1","1","2021-04-23","","","2020-11-29 13:31:29.858","CHIME_FRB_bot","","2021TNSFR1346....1C","",""
"80241","FRB 20201124B","05:08:26.400","+26:11:24.00","FRB","20201124A","404.36","3.23","pc/cc","141.23","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_144650834","","","1","1","2021-03-31","","","2020-11-24 08:54:45.868","CHIME_FRB_bot","","2021TNSFR.990....1C","",""
"80240","FRB 20201124A","05:07:57.600","+26:11:24.00","FRB","20201124A","410.83","3.23","pc/cc","140.58","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_144650722","","","1","1","2021-03-31","","","2020-11-24 08:50:41.885","CHIME_FRB_bot","","2021TNSFR.990....1C","",""
"101206","FRB 20201123A","17:34:40.560","-50:46:02.00","FRB","","433.9","","pc/cc","","NE2001","","","","","MeerTRAP","MeerTRAP","","MeerTRAP","FRB201123","","","1","1","2022-05-30","","","2020-11-23 10:11:59.482","Rajwade","","2022TNSFR1506....1B","",""
"92700","FRB 20201020A","13:51:24.672","+49:02:05.80","FRB","","398.59","0.08","pc/cc","21.93","YMW16","2020-10-20 12:09:17.385","","","","ALERT","ALERT","","ALERT","FRB201020","","","1","1","2022-02-17","","","2020-10-20 12:12:18.580","Petroff","","2022TNSFR.444....1P","",""
"69758","FRB 20200917A","20:57:31.200","+75:45:36.00","FRB","","883.15","3.23","pc/cc","74.03","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","chimefrb_135259857","","","1","1","2021-10-23","","","2020-09-17 05:03:35.698","CHIME_FRB_bot","","2021TNSFR3632....1C","",""
"101015","FRB 20200915A","02:49:38.400","+04:40:28.90","FRB","","740.6","","pc/cc","","NE2001","","","","","MeerTRAP","MeerTRAP","","MeerTRAP","FRB200915","","","1","1","2022-05-30","","","2020-09-15 02:24:44.150","Rajwade","","2022TNSFR1507....1B","",""
"66119","FRB 20200906A","03:35:00.000","-14:04:00.00","FRB","","577.8","0.2","pc/cc","36","NE2001","","","","","CRAFT","CRAFT","","CRAFT","FRB200906","","","1","1","","0","Other-","2020-09-06 21:40:50.923","Shannon","","2020TNSFR2752....1B","",""
