"ID","Name","RA","DEC","Obj. Type","Repeater of Primary Burst","DM","DM-Err","DM-Units","Gal. DM Limit","Gal. DM Model","Barycentric Datetime","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"55873","FRB 20190531B","17:19:33.600","+49:19:48.00","FRB","","166.6","1.62","pc/cc","43.15","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39718470","","","1","1","2021-06-09","","","2019-05-31 08:47:45.639","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55872","FRB 20190531A","13:38:45.600","+81:43:12.00","FRB","","325.12","1.62","pc/cc","44.62","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39711184","","","1","1","2021-06-09","","","2019-05-31 05:14:22.526","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55871","FRB 20190530A","04:34:45.600","+60:35:24.00","FRB","","554.8","1.62","pc/cc","139.6","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39700571","","","1","1","2021-06-09","","","2019-05-30 20:07:47.242","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55870","FRB 20190529A","04:32:16.800","+40:19:12.00","FRB","","703.61","1.62","pc/cc","165.49","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39605658","","","1","1","2021-06-09","","","2019-05-29 20:05:58.967","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55869","FRB 20190527C","06:40:50.400","+57:06:36.00","FRB","","535.39","1.62","pc/cc","73.68","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39459959","","","1","1","2021-06-09","","","2019-05-27 22:23:06.496","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55868","FRB 20190527B","04:56:14.400","+63:22:48.00","FRB","20181128A","449.66","3.23","pc/cc","88.48","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39443954","","","1","1","2020-03-30","","","2019-05-27 20:39:41.689","CHIME_FRB_bot","","2020TNSFR.928....1Z","",""
"55867","FRB 20190527A","00:50:04.800","+08:11:24.00","FRB","","582.3","12.94","pc/cc","33.73","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39405385","","","1","1","2021-06-09","","","2019-05-27 16:28:07.699","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"64984","FRB 20190523A","13:48:15.600","+72:28:11.00","FRB","","760.8","0.6","pc/cc","37","NE2001","","","","0.66","FRBCAT","FRBCAT","","FRBCAT","FRB190523","","","1","1","","0","Other-","2019-05-23 06:05:55.815","FRBCAT_bot","","2020TNSFR2470....1P","",""
"92755","FRB 20190520B","16:02:04.270","-11:17:17.32","FRB","","1202","10","pc/cc","60","NE2001","","","J160204.31−111718.5 ","0.241","","","","","","","","1","1","","0","L-","2019-05-20 09:02:45.000","Niu","","2021TNSFR3302....1N","",""
"55866","FRB 20190520A","18:14:09.600","+26:13:12.00","FRB","","431.87","1.62","pc/cc","79.95","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39374354","","","1","1","2021-06-09","","","2019-05-20 10:25:03.473","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55865","FRB 20190519J","19:48:48.000","+86:55:12.00","FRB","","642.15","1.62","pc/cc","56.26","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39313092","","","1","1","2021-06-09","","","2019-05-19 23:04:07.639","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55863","FRB 20190519H","22:39:50.400","+87:21:36.00","FRB","","1169.45","1.62","pc/cc","58.96","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39240093","","","1","1","2021-06-09","","","2019-05-19 15:33:56.027","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55862","FRB 20190519G","20:26:31.200","+72:20:24.00","FRB","","433.49","6.47","pc/cc","73.76","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39218186","","","1","1","2021-06-09","","","2019-05-19 12:48:13.875","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55861","FRB 20190519F","11:01:38.400","+77:13:48.00","FRB","","799.04","3.23","pc/cc","42.35","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39189273","","","1","1","2021-06-09","","","2019-05-19 03:30:11.344","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55860","FRB 20190519E","11:13:09.600","+41:39:00.00","FRB","","693.91","1.62","pc/cc","27.51","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39189271","","","1","1","2021-06-09","","","2019-05-19 03:28:47.086","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
"55859","FRB 20190519D","10:58:19.200","+42:50:24.00","FRB","","538.63","1.62","pc/cc","30.26","NE2001","","","","","CHIMEFRB","CHIMEFRB","","CHIMEFRB","39189242","","","1","1","2021-06-09","","","2019-05-19 03:11:52.400","CHIME_FRB_bot","","2021TNSFR2007....1Z","",""
